Hawaii Ocean Time-series : 07-Sep-2023 04:08:56
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pn, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1700201222, 061605, 010037,   24.3,  0.301,
1700201221, 061605, 005902,   45.2,  0.352,
1700201220, 061605, 005716,   73.7,  0.333,
1700201219, 061605, 005534,  100.0,  0.335,
1700201218, 061605, 005327,  124.2,  0.344,
1700201217, 061605, 005146,  150.0,  0.172,
1710201423, 071805, 013455,    4.9,  0.323,
1710201421, 071805, 013334,   25.3,  0.338,
1710201414, 071805, 013007,   45.5,  0.334,
1710201412, 071805, 012824,   74.5,  0.327,
1710201411, 071805, 012654,  100.3,  0.292,
1710201410, 071805, 012524,  125.0,  0.289,
1720201319, 081505, 012545,    4.8,  0.259,
1720201317, 081505, 012336,   24.5,  0.241,
1720201314, 081505, 012152,   45.1,  0.273,
1720201312, 081505, 011953,   74.3,  0.293,
1720201311, 081505, 011838,   99.9,  0.271,
1720201309, 081505, 011708,  124.5,  0.288,
1730201320, 091105, 005245,    9.9,  0.425,
1730201318, 091105, 005110,   24.1,  0.446,
1730201316, 091105, 004955,   44.9,  0.491,
1730201314, 091105, 004835,   73.3,  0.379,
1730201312, 091105, 004715,  100.6,  0.292,
1730201310, 091105, 004555,  124.7,  0.239,
1730201308, 091105, 004435,  149.1,  0.179,
1740201121, 100905, 054717,    9.2,  0.367,
1740201119, 100905, 054339,   23.2,  0.353,
1740201117, 100905, 054135,   43.0,  0.349,
1740201115, 100905, 053949,   73.4,  0.386,
1740201113, 100905, 053808,   99.3,  0.318,
1740201112, 100905, 053636,  124.1,  0.252,
1740201110, 100905, 053445,  149.4,  0.172,
1750201424, 111305, 013625,    5.9,  0.274,
1750201418, 111305, 013212,   25.1,  0.309,
1750201416, 111305, 012927,   45.6,  0.291,
1750201412, 111305, 012525,   75.0,  0.289,
1750201410, 111305, 012325,  100.2,  0.294,
1750201409, 111305, 012125,  125.0,  0.245,
1750201408, 111305, 011931,  149.8,  0.150,
1760201314, 121405, 005729,    5.0,  0.272,
1760201313, 121405, 005554,   25.7,  0.278,
1760201312, 121405, 005444,   45.8,  0.317,
1760201311, 121405, 005248,   76.0,  0.330,
1760201310, 121405, 005059,  100.5,  0.317,
1760201309, 121405, 004924,  125.2,  0.238,
1770200420, 012506, 154757,    8.9,  0.290,
1770200419, 012506, 154607,   25.3,  0.291,
1770200418, 012506, 154434,   45.2,  0.298,
1770200417, 012506, 154302,   74.0,  0.299,
1770200416, 012506, 154127,  101.4,  0.278,
1770200415, 012506, 153957,  125.0,  0.297,
1780201324, 021606, 020000,    7.6,  0.282,
1780201323, 021606, 015750,   22.4,  0.220,
1780201322, 021606, 015545,   43.1,  0.318,
1780201321, 021606, 015405,   76.1,  0.290,
1780201320, 021606, 015226,  101.3,  0.280,
1780201309, 021606, 014625,  125.3,  0.195,
1780201308, 021606, 014455,  147.1,  0.102,
1790200624, 030906, 195553,    6.6,  0.314,
1790200623, 030906, 195438,   24.0,  0.328,
1790200612, 030906, 194728,   44.8,  0.293,
1790200611, 030906, 194603,   76.4,  0.235,
1790200610, 030906, 194434,  101.6,  0.269,
1790200609, 030906, 194304,  125.2,  0.242,
1800201313, 040306, 010355,   25.1,  0.353,
1800201312, 040306, 010225,   45.4,  0.359,
1800201311, 040306, 010056,   74.3,  0.338,
1800201310, 040306, 005945,  100.8,  0.248,
1800201309, 040306, 005836,  125.3,  0.163,
1800201308, 040306, 005731,  149.6,  0.170,
1810201414, 052806, 010305,    8.4,  0.327,
1810201413, 052806, 010004,   25.1,  0.361,
1810201412, 052806, 005845,   46.2,  0.329,
1810201411, 052806, 005725,   76.4,  0.281,
1810201410, 052806, 005545,  100.3,  0.391,
1810201409, 052806, 005434,  124.3,  0.287,
1820201118, 061506, 014634,    8.0,  0.288,
1820201117, 061506, 014254,   25.6,  0.322,
1820201116, 061506, 014105,   45.2,  0.369,
1820201115, 061506, 013824,   76.0,  0.321,
1820201113, 061506, 013626,  101.2,  0.329,
1820201111, 061506, 013405,  124.8,  0.206,
1830201414, 071406, 010608,    7.6,  0.250,
1830201413, 071406, 005922,   25.4,  0.359,
1830201412, 071406, 005808,   44.7,  0.361,
1830201411, 071406, 005642,   74.9,  0.361,
1830201410, 071406, 005532,  100.5,  0.204,
1830201409, 071406, 005422,  125.1,  0.288,
1840201424, 081006, 005833,    6.5,  0.371,
1840201423, 081006, 005601,   25.4,  0.327,
1840201412, 081006, 005241,   45.0,  0.430,
1840201411, 081006, 005051,   75.7,  0.381,
1840201410, 081006, 004911,  100.9,  0.358,
1840201409, 081006, 004726,  125.5,  0.230,
1850201314, 091706, 005716,    5.5,  0.165,
1850201313, 091706, 005613,   25.7,  0.198,
1850201312, 091706, 005506,   45.1,  0.260,
1850201311, 091706, 005350,   75.3,  0.305,
1850201310, 091706, 005150,  100.2,  0.299,
1850201309, 091706, 005029,  125.2,  0.281,
1850201308, 091706, 004847,  149.9,  0.125,
1860202220, 102206, 010426,    7.4,  0.348,
1860202218, 102206, 010212,   26.1,  0.375,
1860202216, 102206, 005841,   46.2,  0.372,
1860202214, 102206, 005707,   74.5,  0.350,
1860202211, 102206, 005527,  101.1,  0.278,
1860202210, 102206, 005417,  126.3,  0.173,
1870201314, 111006, 014142,    8.0,  0.308,
1870201313, 111006, 013946,   26.2,  0.256,
1870201312, 111006, 013744,   44.9,  0.316,
1870201311, 111006, 013521,   76.4,  0.278,
1870201310, 111006, 013301,  100.7,  0.282,
1870201309, 111006, 013043,  125.9,  0.140,
1880201323, 121106, 015705,    6.7,  0.289,
1880201322, 121106, 015442,   25.6,  0.265,
1880201321, 121106, 015329,   45.6,  0.287,
1880201320, 121106, 015159,   74.7,  0.283,
1880201318, 121106, 015030,  100.6,  0.301,
1880201317, 121106, 014900,  125.6,  0.201,
1890201414, 020807, 014007,    4.9,  0.281,
1890201413, 020807, 013843,   24.7,  0.280,
1890201412, 020807, 013712,   44.7,  0.227,
1890201411, 020807, 013518,   74.8,  0.265,
1890201410, 020807, 013323,  100.2,  0.240,
1890201409, 020807, 013129,  124.6,  0.219,
1890201408, 020807, 012943,  149.5,  0.105,
1900201414, 032207, 005254,    4.8,  0.295,
1900201413, 032207, 005144,   25.6,  0.254,
1900201412, 032207, 005043,   44.7,  0.320,
1900201411, 032207, 004922,   76.0,  0.244,
1900201410, 032207, 004817,   98.6,  0.255,
1900201409, 032207, 004700,  124.4,  0.225,
1910201424, 050607, 005349,    7.1,  0.286,
1910201421, 050607, 005039,   25.1,  0.324,
1910201419, 050607, 004933,   45.3,  0.316,
1910201417, 050607, 004813,   75.5,  0.326,
1910201415, 050607, 004658,  100.3,  0.269,
1910201413, 050607, 004537,  125.7,  0.251,
1910201411, 050607, 004427,  149.4,  0.195,
1930201118, 070907, 010150,    7.3,  0.339,
1930201117, 070907, 005854,   24.9,  0.292,
1930201116, 070907, 005719,   44.8,  0.355,
1930201115, 070907, 005545,   75.3,  0.209,
1930201114, 070907, 005400,   99.9,  0.186,
1930201113, 070907, 005229,  125.3,  0.244,
1940201224, 080507, 012945,    7.3,  0.312,
1940201223, 080507, 012805,   25.2,  0.346,
1940201222, 080507, 012520,   45.0,  0.363,
1940201216, 080507, 012246,   74.3,  0.396,
1940201209, 080507, 011841,  124.7,  0.258,
1950201323, 090407, 010015,   27.1,  0.409,
1950201322, 090407, 005831,   47.2,  0.373,
1950201316, 090407, 005606,   77.5,  0.360,
1950201315, 090407, 005415,  100.2,  0.299,
1950201309, 090407, 005216,  125.8,  0.124,
1960200524, 100307, 005448,    5.2,  0.330,
1960200523, 100307, 005328,   25.0,  0.324,
1960200522, 100307, 005218,   44.4,  0.376,
1960200516, 100307, 005028,   74.7,  0.357,
1960200515, 100307, 004908,   98.7,  0.361,
1960200509, 100307, 004718,  125.1,  0.270,
1970200524, 120207, 025432,    8.3,  0.313,
1970200523, 120207, 025138,   25.6,  0.352,
1970200516, 120207, 024612,   76.3,  0.330,
1970200509, 120207, 024013,  125.5,  0.365,
1970200508, 120207, 023744,  149.8,  0.127,
1980200624, 122107, 012502,    6.5,  0.301,
1980200623, 122107, 012237,   26.4,  0.336,
1980200622, 122107, 012121,   45.5,  0.236,
1980200616, 122107, 011855,   75.9,  0.284,
1980200615, 122107, 011709,   99.9,  0.288,
1980200609, 122107, 011440,  124.9,  0.271,
1980200608, 122107, 011305,  149.7,  0.163,
1990200524, 013008, 014714,    6.6,  0.390,
1990200523, 013008, 014413,   25.3,  0.335,
1990200522, 013008, 014248,   45.3,  0.334,
1990200516, 013008, 014029,   75.0,  0.362,
1990200515, 013008, 013858,  100.4,  0.336,
1990200509, 013008, 013638,  126.6,  0.262,
1990200508, 013008, 013508,  148.8,  0.151,
2000200523, 022408, 010929,    6.4,  0.311,
2000200520, 022408, 010629,   24.3,  0.344,
2000200518, 022408, 010359,   45.6,  0.300,
2000200516, 022408, 010133,   75.5,  0.304,
2000200514, 022408, 005903,   99.7,  0.291,
2000200512, 022408, 005707,  123.8,  0.288,
2010200521, 052808, 012420,   24.7,  0.385,
2010200519, 052808, 012252,   44.7,  0.333,
2010200517, 052808, 012105,   75.1,  0.324,
2010200515, 052808, 011940,  100.2,  0.269,
2010200513, 052808, 011805,  125.9,  0.176,
2020200523, 062608, 010513,    7.0,  0.336,
2020200521, 062608, 010202,   24.8,  0.344,
2020200519, 062608, 010003,   44.6,  0.324,
2020200517, 062608, 005743,   74.6,  0.293,
2020200515, 062608, 005548,  100.0,  0.276,
2020200513, 062608, 005353,  125.1,  0.214,
2020200510, 062608, 005043,  149.6,  0.120,
2030200623, 072708, 014111,    5.7,  0.270,
2030200620, 072708, 013741,   25.0,  0.291,
2030200618, 072708, 013545,   45.0,  0.373,
2030200616, 072708, 013345,   75.2,  0.293,
2030200614, 072708, 013131,  100.0,  0.248,
2030200611, 072708, 012901,  125.2,  0.229,
2040200521, 081708, 010023,    7.1,  0.367,
2040200519, 081708, 005753,   24.8,  0.367,
2040200517, 081708, 005618,   45.4,  0.361,
2040200515, 081708, 005418,   75.2,  0.361,
2040200513, 081708, 005223,  100.6,  0.334,
2040200511, 081708, 005033,  125.0,  0.253,
2050200523, 101108, 010517,    7.1,  0.423,
2050200520, 101108, 010157,   25.3,  0.414,
2050200517, 101108, 010002,   45.3,  0.358,
2050200515, 101108, 005752,   75.0,  0.390,
2050200513, 101108, 005602,   99.7,  0.303,
2050200511, 101108, 005423,  126.1,  0.205,
2050200509, 101108, 005222,  149.4,  0.129,
2060200523, 120108, 025347,    9.7,  0.291,
2060200521, 120108, 024944,   25.3,  0.306,
2060200517, 120108, 024749,   44.7,  0.302,
2060200515, 120108, 024609,   74.8,  0.308,
2060200513, 120108, 024433,   99.8,  0.251,
2060200511, 120108, 024309,  123.7,  0.167,
2060200509, 120108, 024134,  148.1,  0.116,
2080200521, 012109, 021658,    7.3,  0.269,
2080200519, 012109, 021214,   25.3,  0.275,
2080200517, 012109, 021010,   45.1,  0.245,
2080200515, 012109, 020703,   75.7,  0.273,
2080200513, 012109, 020433,  100.3,  0.211,
2080200511, 012109, 020204,  124.9,  0.156,
2090200524, 021809, 022752,   10.0,  0.252,
2090200523, 021809, 022629,   29.1,  0.239,
2090200520, 021809, 022313,   43.6,  0.208,
2090200519, 021809, 022124,   74.9,  0.261,
2090200518, 021809, 021934,  100.1,  0.239,
2090200517, 021809, 021744,  125.4,  0.179,
2090200508, 021809, 021444,  149.8,  0.108,
2100200523, 042909, 010942,    5.3,  0.268,
2100200520, 042909, 010657,   25.0,  0.322,
2100200518, 042909, 010447,   45.6,  0.295,
2100200516, 042909, 010227,   75.7,  0.274,
2100200514, 042909, 010027,  100.2,  0.337,
2100200511, 042909, 005706,  125.4,  0.232,
2100200509, 042909, 005437,  149.8,  0.172,
2110200523, 052809, 013900,    5.2,  0.295,
2110200520, 052809, 013700,   25.1,  0.266,
2110200517, 052809, 013516,   45.4,  0.281,
2110200515, 052809, 013317,   75.8,  0.275,
2110200513, 052809, 013126,  101.2,  0.241,
2110200511, 052809, 012946,  125.3,  0.246,
2120200623, 070409, 032107,    7.4,  0.280,
2120200621, 070409, 031845,   25.7,  0.303,
2120200620, 070409, 031626,   45.0,  0.327,
2120200619, 070409, 031420,   74.9,  0.329,
2120200617, 070409, 030955,   99.5,  0.309,
2120200615, 070409, 030745,  123.7,  0.229,
2120200613, 070409, 030520,  148.7,  0.168,
2130200624, 072509, 161507,    8.0,  0.319,
2130200613, 072509, 161112,   25.0,  0.308,
2130200612, 072509, 160927,   46.3,  0.328,
2130200611, 072509, 160757,   75.6,  0.383,
2130200610, 072509, 160632,   99.7,  0.334,
2130200609, 072509, 160457,  125.0,  0.257,
2140200522, 081909, 021433,    6.0,  0.350,
2140200519, 081909, 020950,   26.7,  0.382,
2140200516, 081909, 020603,   45.7,  0.407,
2140200513, 081909, 020158,   72.7,  0.484,
2140200511, 081909, 015958,  100.5,  0.352,
2140200509, 081909, 015659,  124.8,  0.262,
2150200617, 092509, 013238,    5.4,  0.329,
2150200615, 092509, 013058,   25.8,  0.309,
2150200614, 092509, 012918,   45.1,  0.324,
2150200613, 092509, 012748,   74.4,  0.265,
2150200611, 092509, 012608,  100.5,  0.302,
2150200610, 092509, 012438,  125.2,  0.148,
2160200515, 110409, 015409,    4.9,  0.295,
2160200514, 110409, 015234,   24.8,  0.303,
2160200513, 110409, 015050,   46.2,  0.306,
2160200511, 110409, 014915,   72.9,  0.310,
2160200510, 110409, 014740,  105.8,  0.323,
2160200509, 110409, 014558,  130.0,  0.182,
2170200616, 121009, 005125,    5.5,  0.292,
2170200614, 121009, 005005,   25.0,  0.291,
2170200612, 121009, 004845,   45.6,  0.309,
2170200611, 121009, 004724,   75.2,  0.252,
2170200610, 121009, 004553,   99.3,  0.318,
2170200609, 121009, 004423,  123.3,  0.217,
2170200608, 121009, 004312,  149.8,  0.145,
2190200322, 031010, 012938,    5.8,  0.230,
2190200320, 031010, 012754,   25.3,  0.325,
2190200318, 031010, 012623,   45.1,  0.230,
2190200315, 031010, 012353,   80.1,  0.225,
2190200313, 031010, 012209,   93.3,  0.318,
2190200311, 031010, 012024,  128.6,  0.158,
2200200516, 040710, 005850,    5.0,  0.225,
2200200515, 040710, 005740,   24.8,  0.252,
2200200513, 040710, 005625,   45.5,  0.294,
2200200512, 040710, 005456,   75.5,  0.294,
2200200510, 040710, 005326,  101.5,  0.221,
2200200509, 040710, 005207,  125.1,  0.244,
2200200508, 040710, 005052,  149.1,  0.136,
2210200619, 051910, 011901,    7.8,  0.285,
2210200616, 051910, 011521,   24.7,  0.297,
2210200615, 051910, 011356,   45.2,  0.283,
2210200612, 051910, 011125,   74.8,  0.298,
2210200610, 051910, 010951,   99.4,  0.242,
2210200609, 051910, 010832,  124.0,  0.202,
2210200608, 051910, 010707,  149.4,  0.153,
2220200618, 060910, 005739,    5.6,  0.343,
2220200616, 060910, 005626,   24.4,  0.307,
2220200615, 060910, 005505,   45.6,  0.334,
2220200612, 060910, 005241,   75.8,  0.349,
2220200610, 060910, 005113,  101.7,  0.295,
2220200609, 060910, 005007,  123.8,  0.263,
2220200608, 060910, 004855,  149.2,  0.198,
2230200619, 070910, 025130,    4.7,  0.331,
2230200617, 070910, 024858,   25.1,  0.346,
2230200616, 070910, 024630,   45.7,  0.284,
2230200614, 070910, 024409,   75.1,  0.329,
2230200612, 070910, 024204,   99.7,  0.465,
2230200611, 070910, 024000,  124.8,  0.222,
2230200609, 070910, 023749,  150.0,  0.103,
2240200621, 080810, 011852,    6.7,  0.299,
2240200617, 080810, 011502,   24.7,  0.323,
2240200616, 080810, 011334,   44.5,  0.296,
2240200615, 080810, 011208,   74.5,  0.309,
2240200614, 080810, 011040,   99.6,  0.342,
2240200613, 080810, 010852,  125.2,  0.284,
2250200617, 090410, 050222,    6.6,  0.341,
2250200615, 090410, 045927,   25.3,  0.326,
2250200613, 090410, 045622,   45.0,  0.324,
2250200611, 090410, 045256,   74.6,  0.339,
2250200610, 090410, 045058,   99.6,  0.289,
2250200609, 090410, 044900,  125.3,  0.195,
2260200614, 100410, 005827,    5.8,  0.392,
2260200613, 100410, 005617,   26.3,  0.395,
2260200612, 100410, 005403,   45.5,  0.355,
2260200611, 100410, 005131,   75.3,  0.399,
2260200610, 100410, 004927,  100.7,  0.340,
2260200609, 100410, 004717,  125.7,  0.240,
2270200724, 112210, 020424,    4.8,  0.545,
2270200722, 112210, 020314,   24.8,  0.269,
2270200721, 112210, 020217,   43.9,  0.282,
2270200720, 112210, 020048,   74.4,  0.252,
2270200719, 112210, 015938,  100.3,  0.306,
2270200717, 112210, 015805,  124.6,  0.183,
2290200514, 012911, 010332,    5.5,  0.248,
2290200513, 012911, 010036,   25.9,  0.272,
2290200512, 012911, 005852,   45.2,  0.328,
2290200511, 012911, 005702,   76.4,  0.306,
2290200510, 012911, 005522,   99.7,  0.265,
2290200509, 012911, 005350,  125.1,  0.176,
2300200521, 030111, 012516,    7.1,  0.302,
2300200519, 030111, 012251,   25.1,  0.296,
2300200517, 030111, 012110,   46.5,  0.263,
2300200515, 030111, 011915,   75.3,  0.244,
2300200513, 030111, 011725,   99.8,  0.248,
2300200511, 030111, 011530,  125.3,  0.182,
2310200522, 041211, 054514,    8.6,  0.305,
2310200520, 041211, 054251,   24.7,  0.315,
2310200519, 041211, 054107,   44.6,  0.323,
2310200518, 041211, 053912,   75.1,  0.327,
2310200517, 041211, 053707,   99.8,  0.260,
2310200515, 041211, 053512,  126.3,  0.286,
2320200516, 051011, 005926,    5.3,  0.349,
2320200515, 051011, 005811,   25.7,  0.330,
2320200514, 051011, 005707,   44.3,  0.342,
2320200513, 051011, 005546,   74.1,  0.318,
2320200512, 051011, 005437,   98.8,  0.269,
2320200509, 051011, 005231,  123.9,  0.183,
2330200720, 072011, 043725,   25.2,  0.353,
2330200718, 072011, 043521,   44.4,  0.304,
2330200717, 072011, 043256,   75.1,  0.287,
2330200715, 072011, 043010,   99.6,  0.282,
2330200714, 072011, 042741,  124.7,  0.281,
2340201121, 083111, 220537,    5.1,  0.412,
2340201119, 083111, 220346,   25.1,  0.414,
2340201118, 083111, 220231,   44.6,  0.403,
2340201116, 083111, 220012,   74.7,  0.329,
2340201115, 083111, 215812,  100.2,  0.251,
2340201113, 083111, 215622,  124.5,  0.168,
2340201112, 083111, 215443,  149.8,  0.120,
2350200724, 092711, 164143,    5.2,  0.385,
2350200723, 092711, 163954,   25.2,  0.290,
2350200722, 092711, 163812,   46.1,  0.342,
2350200721, 092711, 163620,   75.1,  0.368,
2350200720, 092711, 163445,  100.8,  0.353,
2350200714, 092711, 163205,  125.2,  0.258,
2350200713, 092711, 163022,  149.9,  0.164,
2360200523, 110511, 031027,    5.7,  0.433,
2360200519, 110511, 030758,   25.8,  0.358,
2360200517, 110511, 030623,   44.6,  0.304,
2360200515, 110511, 030407,   76.9,  0.351,
2360200513, 110511, 030222,  103.0,  0.237,
2360200511, 110511, 030053,  126.8,  0.182,
2370200215, 112911, 030718,    4.8,  0.345,
2370200213, 112911, 030520,   24.7,  0.338,
2370200212, 112911, 030410,   44.8,  0.330,
2370200211, 112911, 030242,   76.0,  0.354,
2370200210, 112911, 030120,   97.5,  0.309,
2370200209, 112911, 025952,  123.9,  0.184,
2380200422, 122011, 001157,    5.7,  0.368,
2380200420, 122011, 001026,   24.7,  0.342,
2380200418, 122011, 000827,   43.9,  0.355,
2380200416, 122011, 000636,   73.8,  0.340,
2380200414, 122011, 000510,   99.8,  0.390,
2380200412, 122011, 000334,  123.0,  0.295,
2390200523, 011912, 013223,    5.2,  0.338,
2390200521, 011912, 013043,   25.3,  0.274,
2390200519, 011912, 012833,   45.7,  0.315,
2390200517, 011912, 012643,   76.3,  0.272,
2390200514, 011912, 012424,  100.3,  0.253,
2390200513, 011912, 012253,  127.3,  0.238,
2390200512, 011912, 012119,  147.5,  0.163,
2400200522, 032512, 214201,    4.9,  0.270,
2400200520, 032512, 213926,   25.1,  0.308,
2400200518, 032512, 213740,   46.4,  0.294,
2400200516, 032512, 213511,   75.4,  0.243,
2400200514, 032512, 213309,  101.8,  0.183,
2400200512, 032512, 213120,  125.9,  0.247,
2410200423, 050212, 015600,    4.8,  0.313,
2410200419, 050212, 015415,   25.3,  0.289,
2410200417, 050212, 015240,   44.6,  0.272,
2410200415, 050212, 015104,   75.0,  0.300,
2410200413, 050212, 014915,  100.0,  0.315,
2420200423, 053112, 021713,    5.0,  0.302,
2420200413, 053112, 021358,   25.7,  0.358,
2420200412, 053112, 021238,   45.1,  0.339,
2420200411, 053112, 021108,   75.3,  0.332,
2420200410, 053112, 020943,  100.5,  0.269,
2420200409, 053112, 020813,  125.4,  0.260,
2430200424, 062712, 033423,    5.9,  0.383,
2430200413, 062712, 033124,   23.9,  0.328,
2430200412, 062712, 032923,   43.9,  0.339,
2430200411, 062712, 032723,   74.4,  0.304,
2430200410, 062712, 032539,   99.1,  0.289,
2430200409, 062712, 032353,  125.1,  0.284,
2430200408, 062712, 032213,  148.7,  0.194,
2440200514, 080112, 012457,   10.4,  0.273,
2440200513, 080112, 012336,   25.8,  0.293,
2440200511, 080112, 012101,   75.0,  0.347,
2440200510, 080112, 011947,  100.4,  0.283,
2440200509, 080112, 011833,  125.5,  0.252,
2450200421, 081812, 013740,    5.6,  0.345,
2450200419, 081812, 013548,   24.8,  0.339,
2450200417, 081812, 013412,   45.3,  0.340,
2450200415, 081812, 013206,   75.3,  0.327,
2450200413, 081812, 013007,  100.2,  0.301,
2450200411, 081812, 012806,  125.2,  0.243,
2460200421, 091512, 021335,    7.6,  0.304,
2460200419, 091512, 021219,   25.6,  0.303,
2460200417, 091512, 021114,   44.6,  0.350,
2460200416, 091512, 021013,   75.2,  0.317,
2460200413, 091512, 020859,  100.4,  0.335,
2460200411, 091512, 020759,  125.5,  0.305,
2470200419, 100812, 011605,    5.5,  0.287,
2470200418, 100812, 011410,   25.3,  0.293,
2470200417, 100812, 011250,   45.4,  0.306,
2470200416, 100812, 011120,   75.5,  0.315,
2470200415, 100812, 010940,  100.3,  0.285,
2470200414, 100812, 010810,  124.8,  0.194,
2470200413, 100812, 010640,  150.0,  0.129,
2480200423, 120412, 035027,    6.7,  0.258,
2480200419, 120412, 034756,   26.3,  0.274,
2480200417, 120412, 034606,   46.4,  0.248,
2480200415, 120412, 034221,   75.6,  0.315,
2480200411, 120412, 033901,  124.4,  0.176,
2490200422, 021313, 014037,    7.3,  0.343,
2490200420, 021313, 013647,   24.8,  0.342,
2490200418, 021313, 013507,   45.0,  0.336,
2490200416, 021313, 013246,   75.7,  0.282,
2490200414, 021313, 013057,  100.2,  0.256,
2490200412, 021313, 012857,  126.7,  0.258,
2490200410, 021313, 012707,  149.9,  0.140,
2500200524, 030713, 010127,    5.9,  0.248,
2500200521, 030713, 005827,   25.4,  0.267,
2500200519, 030713, 005647,   45.2,  0.283,
2500200515, 030713, 005257,  101.2,  0.311,
2500200513, 030713, 005117,  124.7,  0.263,
2510200522, 040613, 040246,    5.3,  0.319,
2510200520, 040613, 040106,   26.1,  0.293,
2510200519, 040613, 035926,   45.8,  0.300,
2510200518, 040613, 035726,   75.7,  0.284,
2510200517, 040613, 035536,  101.0,  0.258,
2510200515, 040613, 035325,  124.9,  0.203,
2520200524, 051813, 015518,    7.3,  0.277,
2520200521, 051813, 015028,   23.7,  0.306,
2520200519, 051813, 014828,   45.5,  0.314,
2520200517, 051813, 014618,   75.8,  0.285,
2520200515, 051813, 014418,  101.5,  0.294,
2520200512, 051813, 014118,  125.7,  0.261,
2530200516, 062613, 011848,    7.1,  0.302,
2530200514, 062613, 011618,   25.9,  0.305,
2530200513, 062613, 011448,   45.9,  0.326,
2530200512, 062613, 011307,   75.5,  0.285,
2530200511, 062613, 011138,  101.1,  0.298,
2530200509, 062613, 010928,  125.4,  0.233,
2540200414, 091213, 014033,   11.0,  0.377,
2540200412, 091213, 013620,   45.0,  0.360,
2540200411, 091213, 013430,   74.7,  0.277,
2540200410, 091213, 013255,   99.8,  0.225,
2540200409, 091213, 013115,  125.5,  0.160,
2550200422, 100213, 014759,    7.9,  0.396,
2550200421, 100213, 014353,   25.4,  0.401,
2550200420, 100213, 014203,   45.7,  0.410,
2550200419, 100213, 013947,   76.5,  0.412,
2550200418, 100213, 013752,  100.1,  0.276,
2550200417, 100213, 013613,  125.0,  0.211,
2560200422, 102813, 013946,    7.7,  0.365,
2560200421, 102813, 013656,   25.3,  0.363,
2560200420, 102813, 013515,   45.4,  0.334,
2560200419, 102813, 013315,   75.1,  0.352,
2560200418, 102813, 013135,  100.0,  0.256,
2560200417, 102813, 013015,  124.9,  0.181,
2570200418, 112713, 011828,    7.1,  0.352,
2570200414, 112713, 011518,   25.1,  0.333,
2570200412, 112713, 011347,   45.1,  0.333,
2570200411, 112713, 011217,   74.3,  0.318,
2570200409, 112713, 010927,  125.4,  0.205,
2580200414, 122113, 020659,    8.1,  0.226,
2580200413, 122113, 020500,   25.5,  0.288,
2580200412, 122113, 020314,   46.3,  0.406,
2580200411, 122113, 020104,   75.6,  0.265,
2580200410, 122113, 015914,   99.7,  0.213,
2580200409, 122113, 015744,  125.7,  0.135,
2580200408, 122113, 015619,  148.6,  0.097,
2590200424, 011614, 020153,    8.0,  0.286,
2590200417, 011614, 015923,   25.8,  0.286,
2590200416, 011614, 015802,   45.1,  0.283,
2590200415, 011614, 015622,   75.3,  0.264,
2590200414, 011614, 015442,  100.5,  0.277,
2590200413, 011614, 015303,  126.0,  0.281,
2600200414, 021514, 021442,    6.2,  0.265,
2600200413, 021514, 021212,   26.0,  0.278,
2600200411, 021514, 020751,   76.1,  0.321,
2600200410, 021514, 020603,  100.7,  0.245,
2600200409, 021514, 020408,  127.0,  0.189,
2610200413, 030614, 014002,    5.3,  0.286,
2610200412, 030614, 013831,   25.0,  0.340,
2610200411, 030614, 013707,   46.4,  0.305,
2610200410, 030614, 013542,   76.1,  0.331,
2610200409, 030614, 013401,  100.1,  0.315,
2630200314, 060114, 010950,    4.8,  0.384,
2630200313, 060114, 010805,   26.3,  0.345,
2630200312, 060114, 010635,   44.3,  0.339,
2630200311, 060114, 010450,   75.1,  0.284,
2630200310, 060114, 010305,   99.1,  0.300,
2630200309, 060114, 010135,  125.0,  0.263,
2640200420, 070114, 013703,    4.9,  0.354,
2640200419, 070114, 013528,   24.7,  0.379,
2640200418, 070114, 013414,   44.5,  0.354,
2640200416, 070114, 013140,   75.0,  0.326,
2640200414, 070114, 012958,  100.1,  0.275,
2640200413, 070114, 012838,  125.7,  0.294,
2650200421, 091514, 010947,    5.0,  0.378,
2650200418, 091514, 010713,   23.4,  0.351,
2650200416, 091514, 010550,   45.2,  0.347,
2650200414, 091514, 010418,   75.4,  0.372,
2650200412, 091514, 010254,  100.1,  0.277,
2650200410, 091514, 010135,  124.8,  0.197,
2660200422, 101414, 013752,    7.1,  0.469,
2660200420, 101414, 013524,   25.4,  0.392,
2660200417, 101414, 013124,   75.1,  0.342,
2660200416, 101414, 012945,  100.4,  0.279,
2660200414, 101414, 012805,  124.5,  0.199,
2670200422, 112214, 012756,    7.8,  0.381,
2670200420, 112214, 012547,   24.8,  0.403,
2670200419, 112214, 012411,   45.3,  0.390,
2670200417, 112214, 012146,   75.6,  0.326,
2670200416, 112214, 012001,  100.0,  0.319,
2670200414, 112214, 011751,  125.3,  0.201,
2680200417, 121714, 031434,    7.4,  0.280,
2680200415, 121714, 031304,   23.9,  0.314,
2680200413, 121714, 031138,   45.2,  0.284,
2680200411, 121714, 030949,   74.0,  0.295,
2680200410, 121714, 030819,   99.7,  0.327,
2680200409, 121714, 030719,  123.5,  0.236,
2680200408, 121714, 030613,  149.7,  0.125,
2690200423, 022515, 021110,    5.0,  0.327,
